scenario,policy,run,total_cost,stockouts,service_level,collapse_events,avg_backorders,avg_inventory,time_to_first_collapse
demand_shock_20,traditional,121,9307521888.826147,16394.0,0.3726367606448994,16366.0,37629.885897149376,35.98694231798609,1.0
demand_shock_20,traditional,122,9263793074.852406,16402.0,0.373919575636621,16372.0,37461.41876034926,35.78733470835143,1.0
demand_shock_20,traditional,123,9278118938.265068,16400.0,0.3744343857794401,16375.0,37500.02613970762,36.23816563483802,1.0
demand_shock_20,traditional,124,9286524487.470167,16396.0,0.3735841816134958,16361.0,37553.30170585857,36.201485438449495,1.0
demand_shock_20,traditional,125,9316431475.110142,16398.0,0.3708180625196245,16365.0,37685.37662295477,36.168025621925004,1.0
demand_shock_20,traditional,126,9308365099.081306,16400.0,0.3698834812091633,16368.0,37724.27050641059,36.25143916055032,1.0
demand_shock_20,traditional,127,9321522769.66517,16399.0,0.37068126733643936,16369.0,37699.36721092263,35.87439507826385,1.0
demand_shock_20,traditional,128,9232263231.65957,16401.0,0.3727817858596388,16368.0,37454.15985337285,36.19967790999846,1.0
demand_shock_20,traditional,129,9259294822.33087,16398.0,0.37403586619406226,16362.0,37444.337152510845,36.63632986985414,1.0
demand_shock_20,traditional,130,9306944825.959667,16397.0,0.37451111999198533,16372.0,37538.09933331521,36.70891213262045,1.0
demand_shock_20,traditional,131,9292506915.536598,16394.0,0.37175716332691944,16369.0,37608.56182292913,36.61151851535328,1.0
demand_shock_20,traditional,132,9299958294.150913,16401.0,0.37184886560297614,16369.0,37629.40096207013,35.75731365626181,1.0
demand_shock_20,traditional,133,9287922444.674765,16396.0,0.372810625316452,16369.0,37576.07726290478,36.8814098116712,1.0
demand_shock_20,traditional,134,9282622834.401197,16398.0,0.3720301781369011,16368.0,37572.734659099624,35.86947235726049,1.0
demand_shock_20,traditional,135,9277562207.17949,16395.0,0.37346215516381903,16364.0,37545.205107468304,36.57725770585512,1.0
demand_shock_20,traditional,136,9274462816.298868,16395.0,0.3735775191787102,16371.0,37537.755523656604,36.30300866180256,1.0
demand_shock_20,traditional,137,9298273786.414392,16399.0,0.37193488932623253,16373.0,37646.9743768212,36.25210630669005,1.0
demand_shock_20,traditional,138,9307218927.817255,16399.0,0.3725885588076876,16372.0,37635.81669207964,36.948896410682494,1.0
demand_shock_20,traditional,139,9267867629.930214,16398.0,0.373929954765689,16370.0,37449.192690044336,35.602336901204694,1.0
demand_shock_20,traditional,140,9251963494.000599,16399.0,0.37450118599149895,16367.0,37409.71045809285,35.75106713382105,1.0
demand_shock_20,traditional,141,9295653522.353525,16398.0,0.3701631579045469,16370.0,37639.51540453925,36.276118992213576,1.0
demand_shock_20,traditional,142,9297543946.353554,16396.0,0.3727897555776764,16367.0,37686.818927558525,36.36640198450604,1.0
demand_shock_20,traditional,143,9328948430.709305,16401.0,0.37048291761028695,16367.0,37708.38519719744,36.64759702084724,1.0
demand_shock_20,traditional,144,9267200772.059732,16399.0,0.37411436264704595,16367.0,37454.77039412047,36.08993882169732,1.0
demand_shock_20,traditional,145,9290905838.865435,16400.0,0.37077280435149323,16369.0,37580.02953292225,36.707858333442225,1.0
demand_shock_20,traditional,146,9297544019.474775,16394.0,0.37335084635398796,16370.0,37562.15497443519,35.59341588181865,1.0
demand_shock_20,traditional,147,9266115440.067852,16402.0,0.37346677123319383,16368.0,37515.54633685877,37.01991221637199,1.0
demand_shock_20,traditional,148,9290627862.597227,16398.0,0.3717593552272794,16370.0,37620.50758623189,36.49029977110277,1.0
demand_shock_20,traditional,149,9308688274.882542,16396.0,0.3714858501678483,16359.0,37650.818022766274,36.90616357599464,2.0
demand_shock_20,traditional,150,9280595411.234442,16394.0,0.3722912828391262,16367.0,37553.82882086282,37.89096724660654,1.0
demand_shock_20,traditional,151,9263211893.094261,16395.0,0.37379002676645645,16370.0,37501.34362667898,35.757319594420636,1.0
demand_shock_20,traditional,152,9279294882.250498,16401.0,0.3726697416435196,16370.0,37545.29673358844,35.476621648187695,1.0
demand_shock_20,traditional,153,9317560627.207682,16404.0,0.3711257501742294,16370.0,37632.39623325395,36.49383440372962,1.0
demand_shock_20,traditional,154,9297927314.336567,16399.0,0.3723038520708986,16366.0,37590.49287676733,36.222563466351474,1.0
demand_shock_20,traditional,155,9276218174.18885,16402.0,0.37292667918728534,16366.0,37499.71229172978,36.58281889613559,1.0
demand_shock_20,traditional,156,9265869320.928156,16396.0,0.37404866838097783,16374.0,37431.115600172045,35.329163404399246,1.0
demand_shock_20,traditional,157,9317366745.82311,16396.0,0.36940031918486294,16366.0,37709.341535469,35.100987577963785,1.0
demand_shock_20,traditional,158,9296323657.94532,16398.0,0.37297965698000757,16364.0,37567.25697697517,36.746490802171245,1.0
demand_shock_20,traditional,159,9278981090.38589,16401.0,0.373472563667852,16368.0,37513.08148898914,36.67436607619699,1.0
demand_shock_20,traditional,160,9299009326.44759,16397.0,0.3726187605588348,16372.0,37606.44187975737,36.03863374688596,1.0
demand_shock_20,traditional,161,9292673564.498262,16402.0,0.37278637111330554,16368.0,37617.07167427711,35.646212001702246,1.0
demand_shock_20,traditional,162,9261699294.85701,16398.0,0.3725852301130545,16369.0,37503.39514417078,36.69108820953831,1.0
demand_shock_20,traditional,163,9281999693.784681,16402.0,0.373760742962642,16370.0,37559.44872616157,36.60379620538094,1.0
demand_shock_20,traditional,164,9304571664.184788,16399.0,0.37163621180485973,16373.0,37624.1854465844,35.99358498377116,1.0
demand_shock_20,traditional,165,9329160593.752167,16401.0,0.3710649953219623,16373.0,37704.707623746,36.67265586620771,1.0
demand_shock_20,traditional,166,9292198433.94605,16396.0,0.37088153033837207,16371.0,37647.096019887285,36.112071834502004,1.0
demand_shock_20,traditional,167,9281325589.708456,16396.0,0.373720424961479,16368.0,37544.34045064084,36.5870671243582,1.0
demand_shock_20,traditional,168,9266855313.891354,16399.0,0.3746460652739987,16373.0,37461.15364055489,35.69193078969074,1.0
demand_shock_20,traditional,169,9299663912.963985,16396.0,0.3721699838296964,16368.0,37554.05466573207,36.224553087745015,1.0
demand_shock_20,traditional,170,9269504694.916555,16401.0,0.3729989516257512,16368.0,37486.02297490624,35.192061629437475,1.0
demand_shock_20,traditional,171,9295480907.556759,16400.0,0.37191937639996075,16365.0,37609.763039047575,36.944134720959525,1.0
demand_shock_20,traditional,172,9259623803.167538,16400.0,0.3740197362225072,16364.0,37495.2803112351,35.45721704635348,1.0
demand_shock_20,traditional,173,9318930319.041058,16399.0,0.3725950753083149,16370.0,37703.97464152964,36.474676410982106,1.0
demand_shock_20,traditional,174,9292581418.325981,16398.0,0.3734666580966093,16368.0,37582.70400285054,37.760080888311,1.0
demand_shock_20,traditional,175,9295335445.950695,16393.0,0.3717455534307397,16371.0,37620.93133302036,35.65933000545552,1.0
demand_shock_20,traditional,176,9268053183.075905,16398.0,0.3720205391316385,16364.0,37533.70480106216,36.947459541929234,1.0
demand_shock_20,traditional,177,9297352859.54691,16398.0,0.3733047514662847,16367.0,37562.680368182,36.8794046858366,1.0
demand_shock_20,traditional,178,9267495180.25444,16398.0,0.37160157406788974,16372.0,37549.49785370724,36.55586429291666,1.0
demand_shock_20,traditional,179,9280759886.766407,16398.0,0.37401626619652334,16369.0,37524.95362815406,36.51271530695118,1.0
demand_shock_20,traditional,180,9279804485.214975,16394.0,0.37311400143060947,16365.0,37556.22227640969,36.79738114689769,1.0
demand_shock_20,traditional,181,9305534050.389795,16398.0,0.3719016131721724,16371.0,37652.115313739974,36.21669310046263,1.0
demand_shock_20,traditional,182,9273403243.786356,16400.0,0.37482916892824286,16373.0,37468.60355099418,36.34500347116176,1.0
demand_shock_20,traditional,183,9308599061.882639,16403.0,0.3718947250495684,16370.0,37639.94450516505,36.50146819204709,1.0
demand_shock_20,traditional,184,9269834228.648516,16397.0,0.3742994400359164,16368.0,37503.03032785374,36.807954925752085,1.0
demand_shock_20,traditional,185,9310701694.41617,16400.0,0.37032822669578624,16370.0,37704.462316310084,36.95511264842935,1.0
demand_shock_20,traditional,186,9253780152.006289,16393.0,0.37506790611384005,16370.0,37412.94318219727,35.89090325932933,1.0
demand_shock_20,traditional,187,9336945418.448095,16397.0,0.3707580024636677,16366.0,37754.35822004827,36.07476523729243,1.0
demand_shock_20,traditional,188,9303538264.79954,16396.0,0.3714196319305733,16368.0,37575.22285864689,36.24282720569556,1.0
demand_shock_20,traditional,189,9312586778.88977,16395.0,0.3725078241249123,16374.0,37639.080300758105,36.32136798196951,1.0
demand_shock_20,traditional,190,9312717560.034765,16396.0,0.37178032062267025,16363.0,37639.49615439183,36.01382090380228,1.0
demand_shock_20,traditional,191,9286322230.705883,16396.0,0.3713126990802861,16362.0,37585.18686550042,36.51486708928945,1.0
demand_shock_20,traditional,192,9314849968.654251,16401.0,0.37225336520019936,16372.0,37602.93915882262,36.05737098262995,1.0
demand_shock_20,traditional,193,9319564733.618805,16402.0,0.3708043895199331,16368.0,37727.2292933628,36.49970308355344,1.0
demand_shock_20,traditional,194,9289385760.139217,16396.0,0.37195857085609046,16370.0,37595.84043815631,36.45746026481844,1.0
demand_shock_20,traditional,195,9308675705.799345,16402.0,0.3715687274333848,16368.0,37622.44439841897,37.10619765651409,1.0
demand_shock_20,traditional,196,9314500772.177265,16398.0,0.37231517940259884,16369.0,37633.77854851534,37.35334792075548,1.0
demand_shock_20,traditional,197,9260764919.238907,16396.0,0.374759531351491,16367.0,37416.20134080342,37.459660435399115,1.0
demand_shock_20,traditional,198,9297043022.77368,16399.0,0.371558383220202,16368.0,37589.613096123714,36.9455092392217,1.0
demand_shock_20,traditional,199,9287549159.00802,16398.0,0.37385697947148194,16372.0,37478.96795441554,35.930595884697055,1.0
demand_shock_20,traditional,200,9275363483.865494,16398.0,0.3725446037211688,16370.0,37560.46347158936,37.02445843232169,1.0
demand_shock_20,traditional,201,9278976586.351994,16399.0,0.37363927074168257,16369.0,37551.75423281589,36.24971475480051,1.0
demand_shock_20,traditional,202,9268512276.316013,16399.0,0.373910232669271,16370.0,37521.06509954479,36.81422180115348,1.0
demand_shock_20,traditional,203,9263448763.214827,16394.0,0.37460808643523846,16364.0,37425.650472813315,36.13054029332491,1.0
demand_shock_20,traditional,204,9277570995.620895,16398.0,0.3730718773161253,16371.0,37517.830758838456,36.68185290873047,1.0
demand_shock_20,traditional,205,9327258871.02929,16395.0,0.37023176464599983,16366.0,37742.417908910786,37.52222564245558,1.0
demand_shock_20,traditional,206,9272610542.992634,16395.0,0.3725939573755433,16370.0,37491.267574652644,35.74960941037068,1.0
demand_shock_20,traditional,207,9316046385.90344,16395.0,0.3715015203660293,16365.0,37662.096280777005,37.17917225261052,1.0
demand_shock_20,traditional,208,9272586933.263105,16400.0,0.37467431418184627,16367.0,37445.1847627706,36.000908851887175,1.0
demand_shock_20,traditional,209,9291396986.24753,16394.0,0.37416234852598984,16366.0,37544.41567440569,35.1390199227711,1.0
demand_shock_20,traditional,210,9268706533.311285,16398.0,0.37184916297659726,16366.0,37504.81306464704,36.74756022506875,1.0
demand_shock_20,traditional,211,9299402559.824806,16396.0,0.372272214126122,16368.0,37679.990982092975,36.6823821944605,1.0
demand_shock_20,traditional,212,9298003284.150873,16397.0,0.37137623837019623,16364.0,37617.018980519126,36.00034212398286,1.0
demand_shock_20,traditional,213,9288801276.9736,16398.0,0.37434065419904156,16372.0,37539.673587286525,36.712595805564284,1.0
demand_shock_20,traditional,214,9307142020.921991,16399.0,0.37096786763607265,16372.0,37659.6202963443,36.063204508458675,1.0
demand_shock_20,traditional,215,9257145762.544003,16399.0,0.37613250332328035,16363.0,37398.314859567356,35.80813261601821,1.0
demand_shock_20,traditional,216,9277930145.25264,16398.0,0.37354325702676106,16366.0,37538.73831366574,35.92247228834364,1.0
demand_shock_20,traditional,217,9290834686.912437,16399.0,0.37225997611821116,16368.0,37594.87297407282,35.95125795591165,1.0
demand_shock_20,traditional,218,9294388389.082354,16400.0,0.3711165547192727,16369.0,37640.661893119104,36.871535219400954,1.0
demand_shock_20,traditional,219,9297565463.21275,16394.0,0.37187478473125013,16371.0,37587.579964761615,37.16512607360837,1.0
demand_shock_20,traditional,220,9290801239.01612,16397.0,0.3718400614821948,16372.0,37604.493700766594,36.633446716760446,1.0
demand_shock_20,traditional,221,9309624105.915138,16392.0,0.3723395384154158,16366.0,37612.62789160429,36.397726023390675,2.0
demand_shock_20,traditional,222,9287129932.669495,16395.0,0.3726930701111313,16372.0,37570.07289626086,36.338015292056,1.0
demand_shock_20,traditional,223,9267853140.741398,16397.0,0.37230093892050603,16367.0,37545.67492868091,35.98774966443859,1.0
demand_shock_20,traditional,224,9270047859.38789,16396.0,0.3741619229021532,16367.0,37503.476492384165,35.1607998852844,1.0
demand_shock_20,traditional,225,9277941061.434431,16398.0,0.37357598144558324,16367.0,37495.60631048141,37.04145345804567,1.0
demand_shock_20,traditional,226,9281998552.424505,16394.0,0.373045899779432,16369.0,37579.43323456566,36.211122079741315,2.0
demand_shock_20,traditional,227,9274415354.505081,16398.0,0.3715459784542913,16367.0,37544.34808663003,36.3090142291916,1.0
demand_shock_20,traditional,228,9254623577.725056,16399.0,0.37255016155303544,16369.0,37540.19894459914,34.89662517613773,1.0
demand_shock_20,traditional,229,9266707425.839354,16396.0,0.373626174241751,16367.0,37471.743237439834,36.23044247259864,1.0
demand_shock_20,traditional,230,9322793187.320925,16397.0,0.3712982756223087,16370.0,37717.525867754295,36.98689070427672,1.0
demand_shock_20,traditional,231,9296046873.485735,16396.0,0.37201865596094946,16365.0,37583.481806671014,36.107778798856025,1.0
demand_shock_20,traditional,232,9335351835.36237,16399.0,0.37074182695345687,16374.0,37788.24055245031,36.66415681001257,1.0
demand_shock_20,traditional,233,9288037634.43536,16396.0,0.37307454652888766,16366.0,37614.65444046801,36.29520100780009,1.0
demand_shock_20,traditional,234,9302362391.596619,16395.0,0.3737795762640199,16371.0,37538.93603125766,35.29880322708629,1.0
demand_shock_20,traditional,235,9233381245.593628,16396.0,0.37486912444881154,16361.0,37403.37155918471,36.57143778047082,1.0
demand_shock_20,traditional,236,9262962581.533543,16397.0,0.3746830766105457,16370.0,37420.12969227653,36.04743055895433,2.0
demand_shock_20,traditional,237,9287547078.572392,16400.0,0.37260091174537124,16372.0,37590.8448332095,36.930671533548015,1.0
demand_shock_20,traditional,238,9294945289.861261,16397.0,0.3715378466012562,16370.0,37590.926454375236,35.61417115368271,1.0
demand_shock_20,traditional,239,9277295772.736443,16396.0,0.3737866815819656,16364.0,37557.47471178581,36.473609234890034,2.0
demand_shock_20,traditional,240,9277012692.153086,16394.0,0.37337641633872654,16366.0,37547.74402996602,36.994272860420125,1.0
demand_shock_20,traditional,241,9287247047.232822,16397.0,0.37250979726186473,16365.0,37550.576100361075,35.584586918340754,1.0
demand_shock_20,traditional,242,9281725452.633884,16398.0,0.3737024135795212,16368.0,37564.222423453626,35.8734086044343,1.0
demand_shock_20,traditional,243,9291047767.655096,16397.0,0.37281112133146377,16368.0,37510.48240145958,35.873158312894816,1.0
demand_shock_20,traditional,244,9310670333.069342,16402.0,0.37087370290052313,16369.0,37730.935511768424,36.26020747398568,1.0
demand_shock_20,traditional,245,9298940933.738325,16396.0,0.3707871412125808,16368.0,37619.02453574743,36.13824361618439,1.0
demand_shock_20,traditional,246,9275138094.449957,16395.0,0.3723206448910962,16369.0,37482.63824573288,37.07669859327696,1.0
demand_shock_20,traditional,247,9275211741.603899,16396.0,0.373055770463043,16370.0,37520.38753278842,36.751407512362455,1.0
demand_shock_20,traditional,248,9311131572.173145,16400.0,0.37226595150981506,16371.0,37656.76992707429,35.93925296385537,1.0
demand_shock_20,traditional,249,9288141466.986444,16397.0,0.37111756562371384,16368.0,37603.008018859975,36.07217312345353,1.0
demand_shock_20,near_critical,0,9280589749.277065,16397.0,0.37469760401138563,16368.0,37525.43426328825,34.88191297613569,1.0
demand_shock_20,near_critical,1,9289124450.209127,16398.0,0.372561909442372,16369.0,37551.125281048,35.412632385755494,1.0
demand_shock_20,near_critical,2,9281658504.643433,16396.0,0.3732056445671214,16368.0,37528.61408592053,35.669492721548735,1.0
demand_shock_20,near_critical,3,9271175056.490623,16400.0,0.37411857391710196,16362.0,37441.751716580955,36.53026510862821,1.0
demand_shock_20,near_critical,4,9238350549.905748,16399.0,0.37578909899591356,16371.0,37389.96296023399,35.824334580220054,1.0
demand_shock_20,near_critical,5,9335526388.271912,16401.0,0.37066082237174025,16362.0,37758.923694668854,37.04713884221627,1.0
demand_shock_20,near_critical,6,9298242103.432894,16400.0,0.37130208705847934,16367.0,37634.84501950094,36.5230233865662,1.0
demand_shock_20,near_critical,7,9322312358.595528,16394.0,0.3715826338131746,16371.0,37651.24016293705,36.174126622409325,1.0
demand_shock_20,near_critical,8,9273822358.482714,16398.0,0.3744890063716226,16373.0,37466.32488435596,35.52192233624747,1.0
demand_shock_20,near_critical,9,9298523924.557234,16398.0,0.37183879194465014,16372.0,37615.99543221632,36.0015345630682,1.0
demand_shock_20,near_critical,10,9270163564.46677,16394.0,0.37370391486175236,16363.0,37520.96097146665,35.36019834644969,1.0
demand_shock_20,near_critical,11,9276290241.830051,16405.0,0.37475692588508264,16367.0,37399.21762157152,34.590741638697295,1.0
demand_shock_20,near_critical,12,9249348410.219189,16399.0,0.37439612931183675,16372.0,37406.56701142158,35.5493937493708,1.0
demand_shock_20,near_critical,13,9277390757.371899,16402.0,0.37377687666737447,16374.0,37507.459014090426,36.81151446501371,1.0
demand_shock_20,near_critical,14,9218419637.169018,16396.0,0.37575018383420405,16364.0,37291.06959181293,35.56819881778078,1.0
demand_shock_20,near_critical,15,9268555243.539974,16396.0,0.3745782831711705,16366.0,37394.05969681853,35.068334971803004,1.0
demand_shock_20,near_critical,16,9298293837.644545,16391.0,0.37274461795910857,16366.0,37582.64741266963,36.13137784929623,1.0
demand_shock_20,near_critical,17,9254551451.776733,16400.0,0.3744436317878529,16368.0,37378.87693122227,34.93210542143106,1.0
demand_shock_20,near_critical,18,9318733103.846872,16398.0,0.3721195340907544,16371.0,37651.71941888047,36.03658467450349,1.0
demand_shock_20,near_critical,19,9291719868.217659,16399.0,0.37359516598210607,16367.0,37514.94606014857,36.0429223771485,1.0
demand_shock_20,near_critical,20,9300883316.095516,16395.0,0.37210648693196724,16369.0,37621.18056867373,35.019325120683796,1.0
demand_shock_20,near_critical,21,9304927166.981697,16401.0,0.3724618751224119,16369.0,37609.16182723569,35.715051840630096,1.0
demand_shock_20,near_critical,22,9239759566.070389,16391.0,0.37518687208699075,16363.0,37427.37226552394,35.5960447304924,1.0
demand_shock_20,near_critical,23,9286990330.678648,16394.0,0.37426383572792804,16368.0,37446.69918043696,35.298975849949684,1.0
demand_shock_20,near_critical,24,9291531461.187374,16395.0,0.3735010401821086,16374.0,37575.129343731096,35.73418018255,1.0
demand_shock_20,near_critical,25,9270155273.874672,16397.0,0.3734159081825967,16366.0,37482.35222659449,35.618293239953516,1.0
demand_shock_20,near_critical,26,9259437176.854753,16398.0,0.37376038824838426,16369.0,37486.84839153435,35.449483412764266,1.0
demand_shock_20,near_critical,27,9301184413.112371,16398.0,0.3729865652648071,16369.0,37590.78031868498,35.154971663645874,1.0
demand_shock_20,near_critical,28,9221568354.393688,16393.0,0.3768984554866634,16367.0,37206.6847142213,35.94933801059872,1.0
demand_shock_20,near_critical,29,9273023255.231522,16401.0,0.37408556203898763,16366.0,37476.14544626868,36.08574250561373,1.0
demand_shock_20,near_critical,30,9292614592.362566,16400.0,0.3728974167202988,16367.0,37573.90380425713,35.724744108180516,1.0
demand_shock_20,near_critical,31,9292340725.315762,16392.0,0.3722491949108146,16369.0,37613.23441102131,36.64468176076436,1.0
demand_shock_20,near_critical,32,9270742598.002024,16395.0,0.374381298351067,16362.0,37490.66664486783,34.91361248954197,1.0
demand_shock_20,near_critical,33,9281469418.534813,16402.0,0.37428499088004114,16368.0,37476.82711899432,36.056033072632694,1.0
demand_shock_20,near_critical,34,9274683365.945116,16396.0,0.37376043897181915,16366.0,37503.454955978275,35.77211332190781,1.0
demand_shock_20,near_critical,35,9309509650.169353,16397.0,0.37104691691201513,16370.0,37658.0711472497,35.72429637521392,1.0
demand_shock_20,near_critical,36,9275746059.293793,16399.0,0.3723527112978972,16368.0,37568.8560632855,36.12673529338261,1.0
demand_shock_20,near_critical,37,9290812479.721611,16401.0,0.3739546827347586,16378.0,37503.552469766895,35.20623458492282,1.0
demand_shock_20,near_critical,38,9295953454.129574,16400.0,0.37478337246552645,16371.0,37470.17581194743,35.917869159161235,1.0
demand_shock_20,near_critical,39,9264292427.09719,16393.0,0.37394342167165734,16374.0,37426.26714183586,34.898476913056015,1.0
demand_shock_20,near_critical,40,9267776214.52033,16396.0,0.37460078174618827,16365.0,37471.51215352311,35.49614435740273,1.0
demand_shock_20,near_critical,41,9254774928.32317,16399.0,0.37521855182316427,16370.0,37415.41185970124,35.3950713244252,1.0
demand_shock_20,near_critical,42,9307420008.53544,16401.0,0.37257957002875575,16369.0,37656.86369137563,36.10141814767279,1.0
demand_shock_20,near_critical,43,9264608092.518793,16394.0,0.3724678108526168,16368.0,37443.36393637119,35.21727811878967,1.0
demand_shock_20,near_critical,44,9311156942.153587,16398.0,0.3713427665542647,16360.0,37620.49656064822,36.88270463957541,1.0
demand_shock_20,near_critical,45,9240228328.007145,16401.0,0.3754559202736523,16369.0,37391.2265527328,35.50412106527483,1.0
demand_shock_20,near_critical,46,9293648291.460493,16401.0,0.37276392498315314,16367.0,37600.33171548201,36.33866787785182,1.0
demand_shock_20,near_critical,47,9279190013.80943,16402.0,0.37493910697370053,16365.0,37469.906554224355,36.509347215350154,1.0
demand_shock_20,near_critical,48,9250711566.450901,16401.0,0.3755860832728338,16369.0,37366.14676724766,36.25750995301218,1.0
demand_shock_20,near_critical,49,9270532427.94033,16400.0,0.37338860954899905,16368.0,37453.54200220305,35.15928418484218,1.0
demand_shock_20,near_critical,50,9299470308.643555,16396.0,0.37214257923917476,16365.0,37633.669640493696,35.47144881040697,1.0
demand_shock_20,near_critical,51,9276808486.296192,16404.0,0.37484313598022384,16366.0,37483.65600243991,35.51033107552756,1.0
demand_shock_20,near_critical,52,9290499038.40959,16397.0,0.37457300440927455,16368.0,37547.82728178282,35.86578550818525,1.0
demand_shock_20,near_critical,53,9254371974.015482,16395.0,0.3750710148218089,16371.0,37435.37627105126,34.96431199649663,2.0
demand_shock_20,near_critical,54,9268567223.353941,16399.0,0.3731492766701774,16370.0,37497.02676329241,35.43553258570538,1.0
demand_shock_20,near_critical,55,9319052232.545628,16399.0,0.37085521808074723,16377.0,37668.91108129764,35.79317002410413,1.0
demand_shock_20,near_critical,56,9315283270.400843,16395.0,0.3727961835446222,16368.0,37607.715406463794,35.84676139379574,2.0
demand_shock_20,near_critical,57,9256168545.00984,16401.0,0.37491702287171763,16369.0,37420.66593828545,35.1388446119586,1.0
demand_shock_20,near_critical,58,9301807740.3193,16401.0,0.37353922798349753,16374.0,37575.883491559645,35.06191538813072,1.0
demand_shock_20,near_critical,59,9274928518.113735,16397.0,0.373009298971938,16365.0,37537.89429235481,36.805104787128506,1.0
demand_shock_20,near_critical,60,9269033405.744701,16401.0,0.3741681270818146,16369.0,37449.324519934475,36.29828213055996,1.0
demand_shock_20,near_critical,61,9283391136.144016,16399.0,0.3731363405004701,16364.0,37541.67453244234,35.96913060476855,1.0
demand_shock_20,near_critical,62,9311673734.648554,16397.0,0.37223056187630416,16365.0,37668.59638279096,35.746287506142544,1.0
demand_shock_20,near_critical,63,9297817267.17906,16401.0,0.37304586810578183,16372.0,37516.64794607526,35.496284030478215,1.0
demand_shock_20,near_critical,64,9309195700.451683,16394.0,0.37292468298595655,16370.0,37600.38952365998,36.42848985578526,1.0
demand_shock_20,near_critical,65,9223873066.344893,16394.0,0.3760751066616712,16362.0,37296.875078488534,35.696773399215346,2.0
demand_shock_20,near_critical,66,9294028431.8517,16400.0,0.3728616584959016,16371.0,37528.066675991504,36.04106103733124,1.0
demand_shock_20,near_critical,67,9270641976.580742,16396.0,0.3740823722446711,16369.0,37535.959240447504,36.64559884468586,1.0
demand_shock_20,near_critical,68,9314723107.369513,16398.0,0.3711917303970811,16368.0,37627.43637478375,35.59354335202239,1.0
demand_shock_20,near_critical,69,9278982197.91904,16396.0,0.37524620762331967,16366.0,37447.83946917947,35.43408496973721,1.0
demand_shock_20,near_critical,70,9310058333.161732,16402.0,0.37310439401856255,16375.0,37589.63411168739,35.718003283209946,1.0
demand_shock_20,near_critical,71,9309759254.904367,16397.0,0.37331939172173856,16366.0,37564.41808544673,36.58746982152184,1.0
demand_shock_20,near_critical,72,9237983798.354425,16399.0,0.37625525849421365,16372.0,37355.11324655349,34.85194744933773,1.0
demand_shock_20,near_critical,73,9295504852.757198,16394.0,0.3714720098362734,16369.0,37657.238277462966,35.42444599206905,1.0
demand_shock_20,near_critical,74,9294463901.273663,16398.0,0.3734534677691766,16372.0,37556.80078622661,35.708446978057445,1.0
demand_shock_20,near_critical,75,9266072303.571657,16400.0,0.37354467388943724,16371.0,37459.86572874932,35.4157189536712,1.0
demand_shock_20,near_critical,76,9298214918.151468,16398.0,0.372941732859733,16372.0,37613.252714174145,35.98566181766604,1.0
demand_shock_20,near_critical,77,9314675388.165802,16398.0,0.37047011398471347,16369.0,37687.79619943438,35.51793802544743,1.0
demand_shock_20,near_critical,78,9304614708.71375,16396.0,0.3722370228023716,16371.0,37656.23851890523,36.00029358771891,1.0
demand_shock_20,near_critical,79,9279965830.935715,16402.0,0.37394668526265756,16375.0,37526.11552807687,36.613667929684965,1.0
demand_shock_20,near_critical,80,9240183446.155495,16396.0,0.3751392206631885,16366.0,37433.59083579113,35.4784609778257,1.0
demand_shock_20,near_critical,81,9265091556.642183,16398.0,0.3728436865968506,16371.0,37513.24242775988,36.20513943582012,1.0
demand_shock_20,near_critical,82,9244281518.17243,16400.0,0.37435515740523745,16369.0,37359.97878636944,35.62287626265307,1.0
demand_shock_20,near_critical,83,9280040836.354101,16395.0,0.37320129275297237,16366.0,37562.91441571104,36.084863799835965,1.0
demand_shock_20,near_critical,84,9293802236.607931,16396.0,0.37453911622366315,16372.0,37513.72116845573,36.18593316933704,1.0
demand_shock_20,near_critical,85,9285283174.506912,16395.0,0.37360134165009384,16364.0,37525.49832110017,35.65188395030548,1.0
demand_shock_20,near_critical,86,9291769593.241173,16394.0,0.3726591610837185,16370.0,37547.39154720002,35.43006985874784,1.0
demand_shock_20,near_critical,87,9275380516.084126,16391.0,0.3730626796547267,16366.0,37559.60815374822,37.60912501611736,1.0
demand_shock_20,near_critical,88,9289345424.229485,16394.0,0.37310692277743923,16370.0,37592.625077471384,35.875769481804404,1.0
demand_shock_20,near_critical,89,9257757927.124632,16399.0,0.374832252475379,16373.0,37394.46195997181,35.53278764838742,1.0
demand_shock_20,near_critical,90,9288455550.100533,16402.0,0.37431368808218546,16369.0,37544.94390138056,35.57184049501693,1.0
demand_shock_20,near_critical,91,9285669532.606657,16397.0,0.37315651912292586,16372.0,37511.81757086109,35.05133026812258,1.0
demand_shock_20,near_critical,92,9264779795.209116,16399.0,0.3746875480251041,16372.0,37500.42074255779,36.12647979594987,1.0
demand_shock_20,near_critical,93,9252956221.318562,16396.0,0.375985816307984,16369.0,37356.1079728587,34.89072976755627,1.0
demand_shock_20,near_critical,94,9303300047.58156,16398.0,0.3737349885538031,16372.0,37619.867275127355,35.71665688794018,1.0
demand_shock_20,near_critical,95,9298394175.426939,16397.0,0.3728138828843421,16362.0,37592.538099968224,35.66647002674551,1.0
demand_shock_20,near_critical,96,9246175798.434582,16396.0,0.37563602076435476,16366.0,37398.84857135026,35.188988710039354,1.0
demand_shock_20,near_critical,97,9287542980.859844,16401.0,0.3734128103765048,16368.0,37555.28289071928,35.58661157467924,1.0
